"INCIDENT_ID","INCIDENT_DT","FACILITY"
"14186","11/28/2017 09:25:00 AM","MNCT"
"14187","11/28/2017 09:30:00 PM","RNDC"
"14188","11/29/2017 01:10:00 PM","GMDC"
"14189","11/29/2017 07:30:00 PM","EMTC"
"14190","11/29/2017 06:00:00 PM","GMDC"
"14191","11/29/2017 09:05:00 PM","BKDC"
"14192","11/29/2017 10:01:00 PM","VCBC"
"14193","11/29/2017 10:45:00 AM","AMKC"
"14194","11/29/2017 11:10:00 PM","AMKC"
"14195","11/30/2017 06:55:00 AM","AMKC"
"14196","11/29/2017 04:30:00 PM","AMKC"
"14197","11/29/2017 10:00:00 AM","AMKC"
"14198","11/29/2017 08:50:00 AM","MDC"
"14199","11/29/2017 05:20:00 PM","VCBC"
"14200","11/29/2017 10:31:00 AM","MDC"
"14201","11/29/2017 07:55:00 PM","MDC"
"14202","11/29/2017 01:20:00 AM","OBCC"
"14203","11/29/2017 11:20:00 AM","OBCC"
"14204","11/30/2017 01:30:00 PM","OBCC"
"14205","11/29/2017 08:45:00 AM","NIC"
"14206","11/30/2017 06:30:00 PM","EMTC"
"14207","11/30/2017 01:25:00 PM","BKDC"
"14208","11/30/2017 06:30:00 AM","GMDC"
"14209","11/30/2017 08:00:00 PM","GMDC"
"14210","11/29/2017 05:20:00 PM","VCBC"
"14211","11/30/2017 08:05:00 PM","GMDC"
"14212","11/30/2017 02:30:00 PM","GMDC"
"14213","11/30/2017 05:55:00 AM","OBCC"
"14214","11/30/2017 07:25:00 PM","OBCC"
"14215","11/30/2017 05:15:00 PM","AMKC"
"14216","11/30/2017 08:20:00 PM","AMKC"
"13433","11/10/2017 09:05:00 PM","EMTC"
"14224","12/01/2017 07:00:00 PM","EMTC"
"14225","12/03/2017 10:40:00 AM","EMTC"
"14226","12/04/2017 01:00:00 PM","EMTC"
"14227","12/01/2017 08:30:00 AM","RMSC"
"14228","12/01/2017 02:20:00 PM","RMSC"
"14229","12/03/2017 01:50:00 PM","RMSC"
"14230","12/01/2017 10:06:00 AM","GMDC"
"14231","12/02/2017 01:45:00 PM","GMDC"
"14233","12/02/2017 10:40:00 AM","GMDC"
"14234","12/01/2017 08:47:00 AM","BKDC"
"14235","12/03/2017 12:00:00 PM","GMDC"
"14236","12/03/2017 09:00:00 PM","GMDC"
"14237","12/04/2017 12:30:00 AM","GMDC"
"14238","12/02/2017 02:45:00 AM","BKDC"
"14239","12/01/2017 06:53:00 AM","BKDC"
"14240","12/01/2017 06:20:00 PM","BKDC"
"14242","12/04/2017 06:45:00 AM","BKDC"
"14243","12/02/2017 02:40:00 AM","VCBC"
"14244","12/02/2017 08:37:00 PM","VCBC"
"14245","12/04/2017 06:30:00 PM","BKDC"
"14246","12/03/2017 08:50:00 PM","BKDC"
"14247","12/01/2017 05:40:00 AM","AMKC"
"14248","12/03/2017 01:10:00 PM","NIC"
"14249","12/01/2017 08:55:00 AM","AMKC"
"14250","12/03/2017 02:45:00 PM","NIC"
"14251","12/01/2017 01:55:00 PM","AMKC"
"14252","12/01/2017 08:45:00 AM","GRVC"
"14253","12/01/2017 06:29:00 PM","AMKC"
"14254","12/01/2017 05:30:00 AM","GRVC"
"14255","12/01/2017 06:30:00 PM","AMKC"
"14256","12/02/2017 09:56:00 AM","AMKC"
"14257","12/01/2017 05:55:00 PM","GRVC"
"14258","12/02/2017 04:55:00 PM","AMKC"
"14259","12/02/2017 07:45:00 PM","AMKC"
"14260","12/01/2017 03:25:00 PM","GRVC"
"14261","12/01/2017 07:42:00 AM","RNDC"
"14262","12/01/2017 07:50:00 PM","RNDC"
"14264","12/02/2017 10:10:00 AM","RNDC"
"14266","12/03/2017 12:13:00 PM","GRVC"
"14267","12/03/2017 02:45:00 PM","AMKC"
"14268","12/03/2017 04:50:00 PM","AMKC"
"14270","12/03/2017 05:00:00 PM","AMKC"
"14275","12/01/2017 03:10:00 PM","OBCC"
"14276","12/03/2017 04:20:00 PM","OBCC"
"14277","12/01/2017 08:00:00 PM","MDC"
"14278","12/03/2017 07:04:00 PM","OBCC"
"14279","12/02/2017 11:07:00 AM","MDC"
"14280","12/02/2017 08:45:00 PM","MDC"
"14281","12/03/2017 03:15:00 PM","MDC"
"14282","12/04/2017 06:10:00 PM","EMTC"
"14283","12/04/2017 09:45:00 AM","EMTC"
"14284","12/04/2017 05:15:00 PM","GMDC"
"14285","12/04/2017 09:05:00 PM","BKDC"
"14286","12/04/2017 09:15:00 AM","OBCC"
"14287","12/04/2017 05:30:00 PM","OBCC"
"14288","12/04/2017 10:45:00 AM","AMKC"
"14289","12/04/2017 10:30:00 PM","OBCC"
"14290","12/04/2017 01:35:00 AM","AMKC"
"14291","12/04/2017 11:00:00 PM","OBCC"
"14292","12/04/2017 07:40:00 PM","GRVC"
"14300","12/05/2017 09:58:00 AM","EMTC"
"14301","12/05/2017 09:00:00 PM","GMDC"
"14302","12/05/2017 11:40:00 AM","GMDC"
"14303","12/05/2017 08:30:00 PM","GMDC"
"14304","12/04/2017 07:50:00 PM","MDC"
"14305","12/05/2017 01:30:00 AM","RMSC"
"14306","12/04/2017 12:40:00 PM","AMKC"
"14307","12/04/2017 08:35:00 PM","AMKC"
"14308","12/04/2017 08:55:00 PM","AMKC"
"14309","12/04/2017 08:50:00 PM","AMKC"
"14310","12/05/2017 05:55:00 AM","AMKC"
"14311","12/05/2017 04:40:00 PM","AMKC"
"14312","12/05/2017 04:40:00 PM","AMKC"
"14313","12/05/2017 06:10:00 AM","OBCC"
"14314","12/05/2017 12:50:00 PM","AMKC"
"14315","12/05/2017 09:45:00 AM","AMKC"
"14316","12/05/2017 12:00:00 AM","OBCC"
"14317","12/05/2017 06:05:00 PM","AMKC"
"14318","12/05/2017 03:25:00 PM","OBCC"
"14319","12/05/2017 02:56:00 PM","OBCC"
"14320","12/05/2017 07:00:00 AM","GRVC"
"14321","12/05/2017 06:00:00 AM","NIC"
"14322","12/05/2017 12:14:00 PM","AMKC"
"14323","12/02/2017 08:00:00 AM","RNDC"
"14324","12/05/2017 06:50:00 PM","RNDC"
"14325","12/05/2017 09:04:00 AM","VCBC"
"14329","12/06/2017 07:18:00 PM","TD"
"14330","12/06/2017 11:45:00 PM","AMKC"
"14331","12/06/2017 07:45:00 PM","AMKC"
"14332","12/06/2017 05:20:00 AM","GMDC"
"14333","12/06/2017 11:40:00 AM","BKDC"
"14334","12/06/2017 01:05:00 PM","MDC"
"14335","12/06/2017 10:50:00 AM","MDC"
"14340","12/06/2017 06:40:00 PM","VCBC"
"14341","12/06/2017 06:00:00 AM","VCBC"
"14342","12/07/2017 11:50:00 PM","EMTC"
"14343","12/07/2017 06:15:00 AM","BKDC"
"14344","12/07/2017 09:15:00 PM","BKDC"
"14345","12/07/2017 01:30:00 AM","OBCC"
"14346","12/07/2017 07:35:00 PM","AMKC"
"14347","12/07/2017 11:55:00 PM","OBCC"
"14348","12/07/2017 06:41:00 PM","GMDC"
"14349","12/07/2017 09:09:00 AM","GMDC"
"14350","12/07/2017 06:41:00 AM","MDC"
"14351","12/07/2017 07:20:00 AM","MDC"
"14352","12/07/2017 05:30:00 PM","GMDC"
"14353","12/07/2017 09:10:00 AM","BKDC"
"14354","12/07/2017 09:30:00 AM","GMDC"
"14355","12/07/2017 10:23:00 AM","GMDC"
"14356","12/08/2017 05:15:00 PM","EMTC"
"14357","12/08/2017 09:25:00 AM","GRVC"
"14358","12/08/2017 05:50:00 AM","RMSC"
"14359","12/09/2017 05:45:00 AM","GRVC"
"14360","12/08/2017 01:35:00 PM","RMSC"
"14361","12/08/2017 08:55:00 PM","BKDC"
"14362","12/09/2017 10:17:00 AM","GRVC"
"14363","12/09/2017 06:45:00 PM","BKDC"
"14364","12/08/2017 06:00:00 PM","RMSC"
"14365","12/10/2017 12:15:00 AM","GMDC"
"14366","12/08/2017 06:45:00 AM","AMKC"
"14367","12/09/2017 02:45:00 PM","GRVC"
"14368","12/09/2017 10:00:00 PM","AMKC"
"14369","12/09/2017 08:42:00 PM","GMDC"
"14370","12/09/2017 05:20:00 PM","GRVC"
"14371","12/09/2017 04:00:00 PM","GMDC"
"14372","12/09/2017 09:20:00 PM","AMKC"
"14373","12/09/2017 07:47:00 PM","GMDC"
"14374","12/10/2017 12:10:00 PM","AMKC"
"14375","12/10/2017 10:33:00 AM","GRVC"
"14376","12/08/2017 02:40:00 PM","GMDC"
"14377","12/10/2017 08:45:00 PM","AMKC"
"14379","12/10/2017 06:50:00 PM","AMKC"
"14380","12/07/2017 07:00:00 PM","MDC"
"14381","12/07/2017 07:45:00 PM","AMKC"
"14382","12/09/2017 01:50:00 PM","MDC"
"14383","12/06/2017 10:30:00 AM","OBCC"
"14384","12/08/2017 01:10:00 AM","OBCC"
"14385","12/08/2017 05:00:00 PM","OBCC"
"14386","12/09/2017 02:40:00 PM","OBCC"
"14387","12/11/2017 08:20:00 AM","EMTC"
"14388","12/10/2017 01:00:00 PM","AMKC"
"14389","12/11/2017 04:30:00 PM","AMKC"
"14390","12/10/2017 04:40:00 PM","AMKC"
"14391","12/11/2017 05:05:00 AM","AMKC"
"14392","12/11/2017 03:18:00 PM","MDC"
"14393","12/11/2017 06:50:00 AM","AMKC"
"14394","12/11/2017 03:40:00 PM","OBCC"
"14395","12/11/2017 07:20:00 PM","RMSC"
"14396","12/11/2017 12:55:00 PM","AMKC"
"14397","12/11/2017 04:39:00 PM","AMKC"
"14398","12/11/2017 02:30:00 PM","AMKC"
"14399","12/11/2017 10:35:00 AM","AMKC"
"14400","12/11/2017 02:50:00 PM","GMDC"
"14401","12/11/2017 03:09:00 PM","GMDC"
"14402","12/11/2017 08:45:00 PM","GMDC"
"14403","12/10/2017 10:00:00 PM","AMKC"
"14404","12/11/2017 09:00:00 PM","GMDC"
"14405","12/11/2017 03:20:00 PM","GRVC"
"14406","12/11/2017 05:20:00 PM","GRVC"
"14407","12/12/2017 12:35:00 PM","EMTC"
"14408","12/12/2017 06:00:00 PM","EMTC"
"14409","12/12/2017 09:30:00 AM","RMSC"
"14410","12/12/2017 08:40:00 AM","AMKC"
"14411","12/12/2017 05:35:00 PM","AMKC"
"14412","12/12/2017 10:20:00 AM","BHPW"
"14413","12/12/2017 12:38:00 PM","AMKC"
"14414","12/12/2017 02:45:00 PM","AMKC"
"14415","12/12/2017 01:25:00 PM","AMKC"
"14416","12/11/2017 02:20:00 PM","AMKC"
"14417","12/12/2017 03:45:00 AM","OBCC"
"14418","12/12/2017 04:10:00 PM","BKDC"
"14419","12/12/2017 01:00:00 AM","BKDC"
"14420","12/12/2017 05:15:00 PM","OBCC"
"14421","12/12/2017 09:00:00 PM","GMDC"
"14422","12/12/2017 07:35:00 PM","GMDC"
"14423","12/13/2017 12:25:00 AM","OBCC"
"14424","12/13/2017 10:25:00 AM","OBCC"
"14425","12/13/2017 06:15:00 AM","EMTC"
"14426","12/13/2017 08:50:00 PM","OBCC"
"14427","12/13/2017 12:00:00 AM","OBCC"
"14428","12/13/2017 06:40:00 AM","RMSC"
"14429","12/13/2017 10:45:00 PM","AMKC"
"14430","12/13/2017 04:54:00 PM","RMSC"
"14431","12/13/2017 04:00:00 AM","AMKC"
"14432","12/13/2017 01:10:00 PM","AMKC"
"14433","12/13/2017 01:30:00 PM","AMKC"
"14434","12/09/2017 09:45:00 PM","VCBC"
"14435","12/10/2017 09:25:00 AM","VCBC"
"14436","12/10/2017 02:15:00 PM","VCBC"
"14437","12/13/2017 01:09:00 PM","GMDC"
"14438","12/11/2017 06:45:00 AM","VCBC"
"14440","12/07/2017 10:10:00 AM","RNDC"
"14441","12/07/2017 12:33:00 PM","RNDC"
"14442","12/07/2017 06:55:00 PM","RNDC"
"14443","12/08/2017 09:49:00 AM","RNDC"
"14444","12/14/2017 05:30:00 PM","AMKC"
"14445","12/14/2017 08:10:00 AM","AMKC"
"14446","12/14/2017 06:10:00 AM","AMKC"
"14447","12/14/2017 07:01:00 PM","AMKC"
"14448","12/14/2017 01:50:00 PM","RMSC"
"14449","12/14/2017 09:15:00 AM","RMSC"
"14450","12/11/2017 03:00:00 PM","RMSC"
"14451","12/14/2017 07:50:00 PM","NIC"
"14452","12/14/2017 08:50:00 AM","MNCT"
"14453","12/14/2017 02:50:00 PM","MDC"
"14454","12/14/2017 05:35:00 PM","MNCT"
"14455","12/14/2017 10:45:00 PM","MDC"
"14456","12/14/2017 02:05:00 PM","GMDC"
"14457","12/13/2017 08:40:00 PM","GMDC"
"14458","12/11/2017 09:00:00 PM","GMDC"
"14459","12/16/2017 06:50:00 PM","EMTC"
"14460","12/17/2017 05:40:00 PM","EMTC"
"14461","12/15/2017 08:06:00 AM","AMKC"
"14462","12/17/2017 03:05:00 PM","AMKC"
"14463","12/16/2017 05:20:00 PM","AMKC"
"14464","12/17/2017 12:50:00 PM","AMKC"
"14465","12/16/2017 12:50:00 AM","AMKC"
"14466","12/17/2017 06:25:00 PM","AMKC"
"14467","12/17/2017 08:35:00 PM","AMKC"
"14468","12/17/2017 11:05:00 AM","AMKC"
"14469","12/16/2017 12:09:00 PM","AMKC"
"14470","12/15/2017 11:15:00 AM","BKDC"
"14471","12/15/2017 09:34:00 AM","BKDC"
"14472","12/15/2017 06:45:00 PM","BKDC"
"14473","12/18/2017 10:30:00 PM","BKDC"
"14474","12/16/2017 10:30:00 AM","BKDC"
"14475","12/15/2017 02:10:00 PM","RMSC"
"14476","12/16/2017 06:00:00 PM","RMSC"
"14477","12/15/2017 11:53:00 AM","MDC"
"14478","12/15/2017 12:00:00 PM","OBCC"
"14479","12/15/2017 06:30:00 AM","MDC"
"14480","12/15/2017 09:30:00 PM","OBCC"
"14481","12/16/2017 08:55:00 AM","MDC"
"14482","12/16/2017 07:38:00 PM","OBCC"
"14483","12/16/2017 05:30:00 PM","MDC"
"14484","12/16/2017 05:55:00 PM","MDC"
"14485","12/16/2017 06:15:00 AM","OBCC"
"14486","12/17/2017 11:07:00 AM","MDC"
"14487","12/17/2017 01:15:00 PM","MDC"
"14488","12/16/2017 02:00:00 PM","OBCC"
"14489","12/16/2017 11:50:00 PM","OBCC"
"14490","12/17/2017 12:50:00 PM","OBCC"
"14491","12/15/2017 12:06:00 PM","GRVC"
"14492","12/17/2017 12:15:00 AM","OBCC"
"14493","12/15/2017 12:55:00 PM","GRVC"
"14494","12/16/2017 01:36:00 PM","GRVC"
"14495","12/17/2017 01:05:00 PM","GRVC"
"14496","12/17/2017 06:00:00 PM","GRVC"
"14497","12/17/2017 03:30:00 PM","NIC"
"14498","12/17/2017 10:30:00 AM","NIC"
"14499","12/18/2017 08:45:00 AM","EMTC"
"14500","12/18/2017 01:00:00 PM","EMTC"
"14501","12/18/2017 10:20:00 PM","EMTC"
"14502","12/16/2017 05:13:00 PM","GMDC"
"14504","12/17/2017 08:52:00 PM","GMDC"
"14505","12/17/2017 08:45:00 PM","AMKC"
"14506","12/17/2017 08:55:00 PM","GMDC"
"14507","12/18/2017 05:25:00 PM","AMKC"
"14508","12/18/2017 12:05:00 AM","GMDC"
"14509","12/18/2017 01:20:00 AM","AMKC"
"14510","12/18/2017 12:20:00 PM","GMDC"
"14511","12/18/2017 04:15:00 PM","BKDC"
"14512","12/19/2017 10:00:00 AM","AMKC"
"14513","12/18/2017 04:45:00 PM","GMDC"
"14514","12/14/2017 08:31:00 PM","GMDC"
"14515","12/14/2017 04:55:00 PM","GMDC"
"14516","12/18/2017 05:40:00 PM","GRVC"
"14517","12/18/2017 08:30:00 AM","OBCC"
"14519","12/18/2017 09:45:00 PM","MDC"
"14520","12/11/2017 08:00:00 PM","VCBC"
"14521","12/17/2017 06:30:00 PM","VCBC"
"14522","12/18/2017 10:25:00 AM","VCBC"
"14523","12/18/2017 08:20:00 PM","NIC"
"14524","12/17/2017 12:20:00 PM","VCBC"
"14525","12/19/2017 07:01:00 AM","BKDC"
"14526","12/19/2017 03:20:00 PM","BKDC"
"14527","12/19/2017 06:09:00 PM","BKDC"
"14528","12/19/2017 02:15:00 PM","RMSC"
"14529","12/19/2017 01:28:00 PM","AMKC"
"14530","12/19/2017 10:35:00 PM","AMKC"
"14531","12/19/2017 05:10:00 PM","GMDC"
"14532","12/19/2017 08:06:00 PM","OBCC"
"14533","12/19/2017 11:07:00 AM","MDC"
"14534","12/19/2017 05:36:00 PM","MDC"
"14535","12/19/2017 12:20:00 PM","MNCT"
"14536","12/20/2017 02:23:00 AM","OBCC"
"14537","12/20/2017 07:15:00 AM","EMTC"
"14538","12/20/2017 01:40:00 PM","EMTC"
"14539","12/20/2017 06:00:00 AM","AMKC"
"14540","12/20/2017 04:27:00 PM","MDC"
"14541","12/21/2017 01:03:00 AM","OBCC"
"14542","12/08/2017 09:49:00 AM","RNDC"
"14543","12/08/2017 01:00:00 PM","RNDC"
"14544","12/09/2017 01:50:00 PM","RNDC"
"14545","12/09/2017 08:35:00 PM","RNDC"
"14546","12/10/2017 05:45:00 AM","RNDC"
"14547","12/11/2017 09:00:00 AM","RNDC"
"14548","12/11/2017 02:47:00 PM","RNDC"
"14549","12/12/2017 08:50:00 PM","RNDC"
"14550","12/14/2017 09:20:00 AM","RNDC"
"14551","12/21/2017 02:55:00 PM","RNDC"
"14552","12/14/2017 08:06:00 PM","RNDC"
"14553","12/14/2017 08:40:00 PM","RNDC"
"14554","12/15/2017 08:26:00 AM","RNDC"
"14555","12/16/2017 06:55:00 PM","RNDC"
"14556","12/17/2017 03:55:00 PM","RNDC"
"14557","12/18/2017 08:20:00 PM","RNDC"
"14558","12/19/2017 11:50:00 AM","RNDC"
"14559","12/20/2017 07:30:00 AM","RNDC"
"14560","12/20/2017 01:00:00 PM","RNDC"
"14561","12/21/2017 10:30:00 AM","EMTC"
"14562","12/21/2017 05:25:00 PM","BHPW"
"14563","12/21/2017 12:20:00 PM","AMKC"
"14564","12/21/2017 11:45:00 AM","EMTC"
"14565","12/21/2017 08:30:00 PM","EMTC"
"14566","12/21/2017 06:39:00 PM","OBCC"
"14567","12/21/2017 12:55:00 PM","OBCC"
"14568","12/21/2017 09:40:00 AM","OBCC"
"14569","12/20/2017 09:05:00 PM","GMDC"
"14570","12/21/2017 09:58:00 AM","GMDC"
"14571","12/22/2017 07:10:00 PM","EMTC"
"14572","12/22/2017 06:20:00 AM","BKDC"
"14573","12/23/2017 10:35:00 AM","EMTC"
"14574","12/23/2017 12:30:00 PM","BKDC"
"14575","12/23/2017 05:50:00 PM","EMTC"
"14576","12/23/2017 03:15:00 PM","BKDC"
"14577","12/23/2017 04:45:00 PM","BKDC"
"14578","12/23/2017 07:40:00 PM","BKDC"
"14579","12/22/2017 01:20:00 AM","AMKC"
"14580","12/23/2017 01:05:00 PM","AMKC"
"14581","12/24/2017 08:30:00 AM","BKDC"
"14582","12/26/2017 05:00:00 PM","AMKC"
"14583","12/24/2017 01:30:00 PM","BKDC"
"14584","12/23/2017 03:01:00 PM","AMKC"
"14585","12/22/2017 12:59:00 PM","GRVC"
"14586","12/23/2017 10:23:00 AM","AMKC"
"14587","12/23/2017 06:15:00 PM","EMTC"
"14588","12/24/2017 07:50:00 PM","BKDC"
"14589","12/24/2017 06:55:00 PM","GRVC"
"14590","12/24/2017 05:00:00 PM","AMKC"
"14591","12/25/2017 09:10:00 AM","AMKC"
"14592","12/25/2017 06:00:00 PM","BKDC"
"14593","12/25/2017 01:50:00 PM","AMKC"
"14594","12/23/2017 11:20:00 PM","EMTC"
"14595","12/24/2017 05:02:00 AM","EMTC"
"14596","12/25/2017 03:45:00 PM","AMKC"
"14597","12/24/2017 03:35:00 PM","EMTC"
"14598","12/22/2017 07:20:00 PM","NIC"
"14599","12/25/2017 04:03:00 PM","EMTC"
"14600","12/22/2017 05:22:00 PM","OBCC"
"14601","12/24/2017 01:06:00 AM","OBCC"
"14602","12/21/2017 04:54:00 PM","GMDC"
"14603","12/21/2017 11:05:00 PM","GMDC"
"14604","12/21/2017 01:19:00 PM","GMDC"
"14605","12/22/2017 11:55:00 AM","GMDC"
"14606","12/23/2017 07:30:00 PM","GMDC"
"14607","12/23/2017 05:28:00 PM","GMDC"
"14608","12/23/2017 07:30:00 PM","GMDC"
"14609","12/24/2017 10:10:00 AM","GMDC"
"14610","12/24/2017 06:25:00 PM","GMDC"
"14611","12/20/2017 09:00:00 PM","GMDC"
"14612","12/26/2017 08:15:00 AM","EMTC"
"14613","12/26/2017 01:55:00 PM","EMTC"
"14614","12/25/2017 10:18:00 PM","AMKC"
"14615","12/25/2017 09:00:00 PM","AMKC"
"14616","12/26/2017 02:07:00 PM","AMKC"
"14617","12/26/2017 06:03:00 PM","AMKC"
"14618","12/26/2017 05:20:00 PM","AMKC"
"14619","12/26/2017 11:20:00 AM","AMKC"
"14620","12/26/2017 12:02:00 PM","GRVC"
"14621","12/26/2017 11:45:00 AM","GRVC"
"14622","12/25/2017 08:55:00 PM","OBCC"
"14623","12/26/2017 04:05:00 PM","OBCC"
"14624","12/23/2017 10:50:00 AM","RMSC"
"14625","12/24/2017 12:24:00 PM","RMSC"
"14626","12/24/2017 05:20:00 PM","RMSC"
"14627","12/25/2017 02:04:00 PM","RMSC"
"14628","12/25/2017 03:03:00 PM","RMSC"
"14629","12/25/2017 09:30:00 PM","RMSC"
"14630","12/26/2017 12:40:00 PM","RMSC"
"14631","12/26/2017 07:45:00 PM","RMSC"
"14632","12/22/2017 12:50:00 PM","MDC"
"14633","12/22/2017 10:40:00 PM","MDC"
"14634","12/22/2017 08:30:00 PM","MDC"
"14635","12/24/2017 09:40:00 PM","MDC"
"14636","12/24/2017 08:30:00 PM","MDC"
"14637","12/25/2017 08:12:00 AM","MDC"
"14638","12/25/2017 05:40:00 AM","MDC"
"14639","12/25/2017 10:20:00 PM","MDC"
"14640","12/27/2017 02:00:00 PM","MDC"
"14641","12/26/2017 02:00:00 PM","MDC"
"14642","12/27/2017 06:35:00 PM","EMTC"
"14643","12/27/2017 05:40:00 AM","BKDC"
"14644","12/27/2017 01:00:00 PM","AMKC"
"14645","12/27/2017 10:18:00 PM","EMTC"
"14646","12/27/2017 05:57:00 AM","MDC"
"14647","12/27/2017 11:40:00 AM","RMSC"
"14648","12/21/2017 12:10:00 AM","GMDC"
"14649","12/25/2017 07:18:00 PM","GMDC"
"14650","12/25/2017 08:45:00 PM","GMDC"
"14651","12/26/2017 12:22:00 PM","GMDC"
"14652","12/27/2017 08:31:00 AM","GMDC"
"14653","12/27/2017 06:00:00 PM","GMDC"
"14654","12/28/2017 01:40:00 PM","AMKC"
"14655","12/28/2017 05:30:00 AM","BKDC"
"14656","12/28/2017 09:25:00 AM","AMKC"
"14657","12/25/2017 12:15:00 PM","AMKC"
"14658","12/05/2017 10:30:00 AM","BXCT"
"14659","12/08/2017 10:39:00 AM","BXCT"
"14660","12/11/2017 10:42:00 AM","BXCT"
"14661","12/21/2017 10:57:00 AM","BXCT"
"14662","12/21/2017 10:57:00 AM","BXCT"
"14663","12/27/2017 05:30:00 PM","GMDC"
"14664","12/28/2017 11:53:00 AM","GMDC"
"14665","12/20/2017 07:00:00 PM","QNCTS"
"14666","12/20/2017 03:20:00 PM","VCBC"
"14667","12/21/2017 03:15:00 AM","VCBC"
"14668","12/23/2017 02:35:00 PM","VCBC"
"14669","12/24/2017 11:50:00 AM","VCBC"
"14670","12/24/2017 07:15:00 PM","VCBC"
"14671","12/24/2017 08:40:00 PM","VCBC"
"14672","12/26/2017 11:24:00 AM","VCBC"
"14673","12/28/2017 05:10:00 PM","GRVC"
"14683","01/01/2018 07:55:00 PM","EMTC"
"14689","01/01/2018 04:38:00 PM","GMDC"
"14708","01/01/2018 01:00:00 AM","OBCC"
"14709","01/01/2018 05:35:00 PM","OBCC"
"14710","01/01/2018 01:00:00 PM","AMKC"
"14713","01/01/2018 12:20:00 PM","AMKC"
"14715","01/01/2018 08:50:00 PM","AMKC"
"14716","01/01/2018 07:05:00 PM","AMKC"
"14717","01/01/2018 07:05:00 PM","AMKC"
"14718","01/01/2018 07:35:00 PM","AMKC"
"14719","01/01/2018 06:55:00 AM","AMKC"
"14722","01/02/2018 12:46:00 PM","AMKC"
"14723","01/02/2018 05:25:00 PM","OBCC"
"14724","01/02/2018 04:30:00 PM","OBCC"
"14725","01/02/2018 03:00:00 PM","OBCC"
"14726","01/02/2018 11:00:00 AM","EMTC"
"14736","01/02/2018 10:13:00 AM","GRVC"
"14737","01/01/2018 06:00:00 PM","MDC"
"14738","01/02/2018 08:35:00 PM","GRVC"
"14739","01/02/2018 06:47:00 AM","MDC"
"14741","01/02/2018 03:03:00 PM","MDC"
"14742","01/02/2018 09:00:00 PM","MDC"
"14743","01/02/2018 12:34:00 AM","RMSC"
"14749","01/03/2018 11:40:00 AM","EMTC"
"14750","01/03/2018 10:41:00 AM","OBCC"
"14751","01/03/2018 02:21:00 PM","OBCC"
"14752","01/03/2018 06:20:00 PM","EMTC"
"14753","01/03/2018 11:09:00 AM","MDC"
"14754","01/03/2018 03:20:00 PM","MNCT"
"14755","01/02/2018 11:50:00 AM","AMKC"
"14756","01/03/2018 12:05:00 PM","BKDC"
"14757","01/02/2018 09:35:00 PM","AMKC"
"14758","01/04/2018 04:30:00 AM","AMKC"
"14759","01/03/2018 07:45:00 AM","AMKC"
"14760","01/03/2018 11:20:00 AM","BKDC"
"14761","01/03/2018 01:45:00 PM","AMKC"
"14762","01/01/2018 01:25:00 AM","RNDC"
"14763","01/03/2018 06:30:00 PM","AMKC"
"14764","01/03/2018 01:00:00 PM","GMDC"
"14765","01/03/2018 07:30:00 PM","AMKC"
"14766","01/01/2018 12:00:00 AM","RNDC"
"14767","01/03/2018 04:10:00 PM","GMDC"
"14768","01/03/2018 04:50:00 PM","GMDC"
"14769","01/03/2018 07:55:00 PM","AMKC"
"14770","01/03/2018 02:55:00 PM","GMDC"
"14771","01/02/2018 12:35:00 PM","RNDC"
"14772","01/02/2018 05:45:00 AM","RNDC"
"14773","01/03/2018 08:20:00 PM","AMKC"
"14774","01/03/2018 09:36:00 PM","AMKC"
"14784","01/02/2018 10:20:00 PM","VCBC"
"14786","01/02/2018 10:00:00 PM","GRVC"
"14788","01/03/2018 09:45:00 PM","GRVC"
"14792","01/03/2018 10:00:00 PM","GRVC"
"14795","01/03/2018 10:55:00 PM","GRVC"
"14796","01/04/2018 12:08:00 PM","EMTC"
"14797","01/04/2018 08:30:00 AM","BKDC"
"14798","01/04/2018 10:00:00 AM","VCBC"
"14799","01/04/2018 01:55:00 PM","GMDC"
"14800","01/04/2018 04:15:00 PM","VCBC"
"14801","01/04/2018 04:55:00 PM","GMDC"
"14802","01/04/2018 10:00:00 PM","AMKC"
"14803","01/04/2018 05:05:00 PM","NIC"
"14804","01/04/2018 02:37:00 PM","MDC"
"14805","01/04/2018 09:26:00 PM","GRVC"
"14806","01/04/2018 02:59:00 PM","GRVC"
"14807","01/04/2018 06:40:00 PM","GRVC"
"14809","01/06/2018 09:10:00 PM","EMTC"
"14810","01/07/2018 01:00:00 PM","EMTC"
"14811","01/05/2018 02:00:00 PM","BKDC"
"14812","01/05/2018 06:30:00 PM","GMDC"
"14813","01/05/2018 12:40:00 PM","GMDC"
"14814","01/05/2018 03:02:00 PM","BKDC"
"14815","01/05/2018 06:45:00 PM","GMDC"
"14816","01/06/2018 08:10:00 PM","GMDC"
"14817","01/06/2018 07:00:00 PM","GMDC"
"14818","01/05/2018 08:37:00 PM","BKDC"
"14819","01/06/2018 03:30:00 PM","GMDC"
"14820","01/06/2018 06:15:00 PM","GMDC"
"14821","01/07/2018 11:08:00 AM","GMDC"
"14822","01/05/2018 05:00:00 AM","AMKC"
"14823","01/04/2018 06:25:00 PM","AMKC"
"14824","01/03/2018 11:55:00 PM","OBCC"
"14825","01/07/2018 08:20:00 PM","BKDC"
"14826","01/05/2018 12:30:00 PM","OBCC"
