"INCIDENT_ID","INCIDENT_DT","FACILITY"
"3410","02/28/2016 08:45:00 PM",
"3411","02/28/2016 08:58:00 AM",
"3412","02/28/2016 01:15:00 PM",
"3413","02/27/2016 05:15:00 AM",
"3414","02/27/2016 12:01:00 AM",
"3415","02/26/2016 10:25:00 AM",
"3416","02/26/2016 06:30:00 PM",
"3417","02/28/2016 07:00:00 PM",
"3418","02/28/2016 07:00:00 PM",
"3419","02/26/2016 09:30:00 AM",
"3420","02/26/2016 02:50:00 PM",
"3421","02/27/2016 11:15:00 AM",
"3422","02/29/2016 05:30:00 PM",
"3423","02/29/2016 08:50:00 PM",
"3424","02/29/2016 03:02:00 PM",
"3425","02/27/2016 06:40:00 PM",
"3426","02/29/2016 05:10:00 AM",
"3427","02/27/2016 04:00:00 PM",
"3428","02/18/2016 12:25:00 PM",
"3429","02/29/2016 07:55:00 PM",
"3430","02/29/2016 11:30:00 PM",
"3431","02/29/2016 08:00:00 PM",
"3432","02/29/2016 04:30:00 AM",
"3433","02/29/2016 10:15:00 AM",
"3434","02/26/2016 09:25:00 AM",
"3486","02/29/2016 12:40:00 PM",
"3531","02/21/2016 05:55:00 PM",
"3560","02/12/2016 11:05:00 PM",
"3561","02/13/2016 04:16:00 PM",
"3562","02/13/2016 08:55:00 PM",
"3563","02/14/2016 07:25:00 PM",
"3564","02/14/2016 07:46:00 PM",
"3565","02/15/2016 06:55:00 AM",
"3566","02/16/2016 10:15:00 AM",
"3567","02/29/2016 11:17:00 AM",
"3568","02/15/2016 05:30:00 PM",
"3569","02/26/2016 01:20:00 PM",
"3570","02/27/2016 06:50:00 AM",
"3571","02/16/2016 03:20:00 PM",
"3572","02/26/2016 11:20:00 AM",
"3573","02/18/2016 10:15:00 AM",
"3904","04/01/2016 05:20:00 AM",
"3908","04/02/2016 07:25:00 PM",
"3910","04/01/2016 10:50:00 AM",
"3911","04/01/2016 02:30:00 PM",
"3912","04/01/2016 04:45:00 PM",
"3914","04/01/2016 10:00:00 PM",
"3915","04/01/2016 08:45:00 PM",
"3916","04/03/2016 10:35:00 AM",
"3917","04/02/2016 06:00:00 PM",
"3918","04/03/2016 10:40:00 AM",
"3919","04/02/2016 12:30:00 AM",
"3920","04/03/2016 11:50:00 AM",
"3921","04/03/2016 11:00:00 AM",
"3922","04/02/2016 08:14:00 PM",
"3923","04/03/2016 12:25:00 PM",
"3924","04/03/2016 10:46:00 AM",
"3925","04/03/2016 03:18:00 PM",
"3926","04/03/2016 11:05:00 AM",
"3927","04/02/2016 11:09:00 AM",
"3928","04/02/2016 04:20:00 AM",
"3929","04/02/2016 08:40:00 PM",
"3930","04/02/2016 10:22:00 PM",
"3931","04/01/2016 09:18:00 AM",
"3932","04/01/2016 11:51:00 AM",
"3933","04/01/2016 07:40:00 PM",
"3934","04/01/2016 07:35:00 PM",
"3947","04/01/2016 08:55:00 PM",
"3948","04/04/2016 11:15:00 PM",
"3949","04/04/2016 05:20:00 PM",
"3950","04/04/2016 09:00:00 PM",
"3951","04/01/2016 09:25:00 PM",
"3952","04/02/2016 01:30:00 PM",
"3953","04/04/2016 08:00:00 PM",
"3954","04/02/2016 04:15:00 PM",
"3955","04/04/2016 08:15:00 AM",
"3956","04/04/2016 04:52:00 AM",
"3957","04/03/2016 02:30:00 PM",
"3958","04/04/2016 10:18:00 AM",
"3959","04/02/2016 05:00:00 PM",
"3960","04/03/2016 05:50:00 PM",
"3961","04/02/2016 11:45:00 AM",
"3962","04/04/2016 01:40:00 PM",
"3963","04/04/2016 07:30:00 PM",
"3964","04/04/2016 11:40:00 AM",
"3965","04/03/2016 08:35:00 PM",
"3966","04/04/2016 01:45:00 PM",
"3971","04/05/2016 04:50:00 AM",
"3972","04/05/2016 11:25:00 AM",
"3973","04/05/2016 10:00:00 AM",
"3974","04/04/2016 08:00:00 PM",
"3975","04/03/2016 10:00:00 AM",
"3976","04/05/2016 08:00:00 AM",
"3977","04/05/2016 11:18:00 AM",
"3978","04/05/2016 06:50:00 AM",
"3979","04/05/2016 06:55:00 AM",
"3980","04/05/2016 04:15:00 PM",
"3981","04/05/2016 12:40:00 PM",
"3982","04/05/2016 08:40:00 AM",
"3983","04/05/2016 10:45:00 AM",
"3984","04/05/2016 07:00:00 PM",
"3985","04/05/2016 08:40:00 PM",
"3986","04/05/2016 09:00:00 PM",
"3987","04/05/2016 09:00:00 PM",
"3988","04/06/2016 04:50:00 PM",
"3989","04/06/2016 06:25:00 PM",
"3990","04/06/2016 08:30:00 PM",
"3991","04/01/2016 05:40:00 PM",
"3992","04/02/2016 08:30:00 AM",
"3993","04/05/2016 08:30:00 PM",
"3994","04/06/2016 05:58:00 AM",
"3995","04/06/2016 04:45:00 PM",
"3998","04/05/2016 12:00:00 PM",
"4002","04/03/2016 07:25:00 PM",
"4003","04/06/2016 05:55:00 PM",
"4004","04/04/2016 10:06:00 AM",
"4005","04/04/2016 04:45:00 PM",
"4006","04/05/2016 10:55:00 AM",
"4009","04/06/2016 06:45:00 PM",
"4010","04/06/2016 09:45:00 AM",
"4011","04/06/2016 10:00:00 AM",
"4012","04/06/2016 10:00:00 PM",
"4013","04/06/2016 12:10:00 AM",
"4015","04/07/2016 12:00:00 PM",
"4016","04/07/2016 12:25:00 PM",
"4017","04/07/2016 04:15:00 PM",
"4018","04/07/2016 12:38:00 PM",
"4019","04/07/2016 08:25:00 PM",
"4020","04/08/2016 07:15:00 AM",
"4021","04/08/2016 04:25:00 PM",
"4022","04/09/2016 01:15:00 PM",
"3574","02/24/2016 10:21:00 AM",
"3575","02/24/2016 10:20:00 AM",
"3576","02/23/2016 07:18:00 PM",
"3578","02/22/2016 06:30:00 AM",
"3579","02/22/2016 09:23:00 PM",
"3580","02/23/2016 09:23:00 PM",
"3581","02/20/2016 04:08:00 PM",
"3582","02/19/2016 06:00:00 AM",
"3583","02/19/2016 04:16:00 PM",
"3584","02/21/2016 01:08:00 PM",
"4023","04/10/2016 09:30:00 AM",
"4024","04/10/2016 06:45:00 PM",
"4025","04/09/2016 05:00:00 PM",
"4026","04/08/2016 08:15:00 AM",
"4027","04/08/2016 08:53:00 AM",
"4028","04/08/2016 05:26:00 PM",
"4029","04/09/2016 12:06:00 PM",
"4030","04/09/2016 05:00:00 PM",
"4031","04/09/2016 06:56:00 PM",
"4032","04/10/2016 12:10:00 AM",
"4033","04/08/2016 02:30:00 PM",
"4034","04/10/2016 07:10:00 PM",
"4035","04/10/2016 04:55:00 PM",
"4036","04/10/2016 05:15:00 AM",
"4037","04/10/2016 05:25:00 AM",
"4038","04/10/2016 06:50:00 PM",
"4039","04/09/2016 07:00:00 PM",
"4040","04/09/2016 02:55:00 PM",
"4041","04/08/2016 11:45:00 AM",
"4042","04/08/2016 11:45:00 PM",
"4043","04/08/2016 07:45:00 PM",
"4044","04/07/2016 09:05:00 PM",
"4045","04/11/2016 05:20:00 PM",
"4046","04/09/2016 04:50:00 PM",
"4047","04/10/2016 04:20:00 PM",
"4048","04/10/2016 09:50:00 PM",
"4049","04/10/2016 04:00:00 PM",
"4050","04/06/2016 09:55:00 PM",
"4051","04/06/2016 11:05:00 PM",
"4052","04/07/2016 06:30:00 PM",
"4053","04/11/2016 10:15:00 AM",
"4054","04/08/2016 07:08:00 AM",
"4055","04/08/2016 03:35:00 PM",
"4056","04/08/2016 09:30:00 PM",
"4057","04/11/2016 09:23:00 PM",
"4058","04/08/2016 08:10:00 PM",
"4059","04/11/2016 09:10:00 PM",
"4060","04/10/2016 12:20:00 AM",
"4061","04/09/2016 01:30:00 PM",
"4062","04/09/2016 04:10:00 PM",
"4063","04/09/2016 08:42:00 AM",
"4064","04/11/2016 08:40:00 AM",
"4065","04/09/2016 10:00:00 PM",
"4066","04/11/2016 08:15:00 PM",
"4067","04/10/2016 02:30:00 PM",
"4068","04/11/2016 09:45:00 PM",
"4069","04/10/2016 09:10:00 PM",
"4070","04/11/2016 02:50:00 PM",
"4071","04/11/2016 08:55:00 AM",
"4072","04/11/2016 06:30:00 PM",
"4073","04/11/2016 09:00:00 PM",
"4074","04/11/2016 09:00:00 PM",
"4075","04/11/2016 11:33:00 PM",
"4076","04/04/2016 05:30:00 PM",
"4077","04/12/2016 05:55:00 AM",
"4078","04/12/2016 10:45:00 AM",
"4079","04/12/2016 01:35:00 PM",
"4080","04/11/2016 07:55:00 PM",
"4081","04/12/2016 12:05:00 PM",
"4082","04/12/2016 02:30:00 PM",
"4083","04/11/2016 11:35:00 PM",
"4084","04/11/2016 08:50:00 PM",
"4085","04/12/2016 08:45:00 PM",
"4086","04/12/2016 10:00:00 PM",
"4087","04/12/2016 11:04:00 AM",
"4088","04/12/2016 06:15:00 AM",
"4089","04/13/2016 06:50:00 AM",
"4090","04/13/2016 11:30:00 AM",
"4091","04/13/2016 06:55:00 AM",
"4092","04/13/2016 07:40:00 AM",
"4093","04/13/2016 09:30:00 AM",
"4094","04/13/2016 10:50:00 AM",
"4095","04/12/2016 01:20:00 PM",
"4096","04/13/2016 06:49:00 AM",
"4097","04/13/2016 04:40:00 PM",
"4098","04/13/2016 07:10:00 PM",
"4099","04/13/2016 05:20:00 PM",
"4100","04/13/2016 11:30:00 AM",
"4101","04/02/2016 05:20:00 PM",
"4102","04/05/2016 11:00:00 PM",
"4103","04/10/2016 09:30:00 PM",
"4104","04/12/2016 11:10:00 AM",
"4105","04/14/2016 07:45:00 PM",
"4106","04/14/2016 07:43:00 AM",
"4107","04/14/2016 07:25:00 PM",
"4108","04/14/2016 08:50:00 AM",
"4109","04/14/2016 05:30:00 PM",
"4110","04/14/2016 02:05:00 PM",
"4111","04/14/2016 11:15:00 AM",
"4112","04/14/2016 06:10:00 PM",
"4113","04/13/2016 06:35:00 AM",
"4114","04/13/2016 11:10:00 AM",
"4115","04/13/2016 04:47:00 PM",
"4116","04/13/2016 05:00:00 PM",
"4118","04/13/2016 06:35:00 PM",
"4119","04/13/2016 06:30:00 PM",
"4120","04/13/2016 07:25:00 PM",
"4121","04/13/2016 07:30:00 PM",
"4122","04/13/2016 11:46:00 AM",
"4123","04/13/2016 11:50:00 AM",
"4124","04/13/2016 10:32:00 PM",
"4125","04/14/2016 12:03:00 AM",
"4126","04/14/2016 10:50:00 AM",
"4127","04/14/2016 06:50:00 PM",
"4128","04/14/2016 11:50:00 AM",
"4129","04/14/2016 08:25:00 PM",
"4130","04/14/2016 09:15:00 PM",
"4131","04/14/2016 10:00:00 PM",
"4132","04/13/2016 04:00:00 PM",
"4133","04/13/2016 12:45:00 PM",
"4134","04/13/2016 11:10:00 AM",
"4135","04/17/2016 04:25:00 PM",
"4136","04/14/2016 08:30:00 PM",
"4137","04/17/2016 04:15:00 PM",
"4138","04/15/2016 11:00:00 AM",
"4139","04/17/2016 08:35:00 PM",
"4140","04/17/2016 05:10:00 PM",
"4141","04/17/2016 06:00:00 PM",
"4142","04/16/2016 08:00:00 PM",
"4143","04/16/2016 06:09:00 PM",
"4144","04/05/2016 12:15:00 PM",
"4145","04/16/2016 11:55:00 PM",
"4146","04/06/2016 08:50:00 AM",
"4147","04/17/2016 07:48:00 AM",
"4148","04/16/2016 12:30:00 PM",
"4149","04/17/2016 07:15:00 PM",
"4150","04/17/2016 08:30:00 PM",
"4151","04/07/2016 01:30:00 PM",
"4152","04/07/2016 08:50:00 PM",
"4153","04/08/2016 02:45:00 PM",
"4154","04/15/2016 10:05:00 AM",
"4155","04/15/2016 07:40:00 PM",
"4156","04/16/2016 05:30:00 AM",
"4157","04/08/2016 06:00:00 AM",
"4158","04/17/2016 08:30:00 AM",
"4159","04/15/2016 05:05:00 PM",
"4160","04/09/2016 09:15:00 AM",
"4161","04/16/2016 04:46:00 PM",
"4162","04/16/2016 12:00:00 PM",
"4163","04/02/2016 06:55:00 AM",
"4164","04/09/2016 09:05:00 AM",
"4165","04/15/2016 11:35:00 AM",
"4166","04/15/2016 05:05:00 PM",
"4167","04/12/2016 10:30:00 AM",
"4168","04/12/2016 09:00:00 PM",
"4169","04/16/2016 09:00:00 PM",
"4170","04/17/2016 09:30:00 AM",
"4171","04/15/2016 12:30:00 PM",
"4172","04/17/2016 04:15:00 PM",
"4173","04/16/2016 12:50:00 PM",
"4174","04/16/2016 02:30:00 PM",
"4175","04/16/2016 01:52:00 PM",
"4176","04/16/2016 11:48:00 AM",
"4177","04/14/2016 08:10:00 AM",
"4178","04/14/2016 06:45:00 AM",
"4179","04/04/2016 07:00:00 PM",
"4180","04/18/2016 12:40:00 PM",
"4181","04/10/2016 01:30:00 PM",
"4182","04/12/2016 01:10:00 AM",
"4183","04/12/2016 08:40:00 AM",
"4184","04/12/2016 02:50:00 PM",
"4185","04/18/2016 06:40:00 AM",
"4186","04/18/2016 11:00:00 AM",
"4187","04/16/2016 10:45:00 PM",
"4188","04/18/2016 08:55:00 PM",
"4189","04/17/2016 05:02:00 PM",
"4190","04/18/2016 01:45:00 PM",
